Date,"LeBron James"
2020-09-25,46127
2020-09-26,26525
2020-09-27,136525
2020-09-28,84316
2020-09-29,47170
2020-09-30,50924
2020-10-01,113166
2020-10-02,38730
2020-10-03,89015
2020-10-04,39723
2020-10-05,49335
2020-10-06,30671
2020-10-07,98747
2020-10-08,43822
2020-10-09,47809
2020-10-10,104984
2020-10-11,39834
2020-10-12,677464
2020-10-13,155475
2020-10-14,84379
2020-10-15,62435
2020-10-16,45959
2020-10-17,36620
2020-10-18,33001
2020-10-19,29275
2020-10-20,26211
2020-10-21,24005
2020-10-22,23238
2020-10-23,20762
2020-10-24,19010
2020-10-25,18412
2020-10-26,18386
2020-10-27,18353
2020-10-28,18824
2020-10-29,20096
2020-10-30,17540
2020-10-31,15331
2020-11-01,14620
2020-11-02,16566
2020-11-03,15914
2020-11-04,12996
2020-11-05,13668
2020-11-06,13198
2020-11-07,12705
2020-11-08,12232
2020-11-09,13027
2020-11-10,12816
2020-11-11,13311
2020-11-12,13468
2020-11-13,13051
2020-11-14,12171
2020-11-15,15308
2020-11-16,15337
2020-11-17,16539
2020-11-18,16507
2020-11-19,20845
2020-11-20,15714
2020-11-21,18499
2020-11-22,17080
2020-11-23,18445
2020-11-24,16621
2020-11-25,15278
2020-11-26,19824
2020-11-27,15853
2020-11-28,15096
2020-11-29,14439
2020-11-30,14599
2020-12-01,18185
2020-12-02,34732
2020-12-03,40797
2020-12-04,26538
2020-12-05,18055
2020-12-06,18495
2020-12-07,16794
2020-12-08,21925
2020-12-09,17030
2020-12-10,18400
2020-12-11,19657
2020-12-12,17281
2020-12-13,15530
2020-12-14,17471
2020-12-15,18079
2020-12-16,18212
2020-12-17,18476
2020-12-18,14580
2020-12-19,16674
2020-12-20,13675
2020-12-21,15086
2020-12-22,19458
2020-12-23,38800
2020-12-24,18399
2020-12-25,20544
2020-12-26,34035
2020-12-27,20209
2020-12-28,21423
2020-12-29,21875
2020-12-30,39287
2020-12-31,36407
2021-01-01,19224
2021-01-02,22047
2021-01-03,18055
2021-01-04,19802
2021-01-05,16429
2021-01-06,19133
2021-01-07,15099
2021-01-08,16380
2021-01-09,18188
2021-01-10,15956
2021-01-11,18228
2021-01-12,16097
2021-01-13,23707
2021-01-14,29238
2021-01-15,25692
2021-01-16,28795
2021-01-17,25511
2021-01-18,21538
2021-01-19,24418
2021-01-20,16986
2021-01-21,18549
2021-01-22,25542
2021-01-23,17285
2021-01-24,21374
2021-01-25,27175
2021-01-26,38778
2021-01-27,23045
2021-01-28,24863
2021-01-29,18823
2021-01-30,17089
2021-01-31,24462
2021-02-01,18443
2021-02-02,24363
2021-02-03,21987
2021-02-04,19139
2021-02-05,30297
2021-02-06,20734
2021-02-07,24179
2021-02-08,38232
2021-02-09,30242
2021-02-10,23587
2021-02-11,23457
2021-02-12,20023
2021-02-13,24438
2021-02-14,19557
2021-02-15,21491
2021-02-16,19063
2021-02-17,23381
2021-02-18,21749
2021-02-19,43196
2021-02-20,21492
2021-02-21,23819
2021-02-22,18845
2021-02-23,20648
2021-02-24,23392
2021-02-25,22787
2021-02-26,19903
2021-02-27,26634
2021-02-28,20751
2021-03-01,24857
2021-03-02,19757
2021-03-03,20019
2021-03-04,23483
2021-03-05,24323
2021-03-06,20530
2021-03-07,22151
2021-03-08,45546
2021-03-09,23224
2021-03-10,19005
2021-03-11,19213
2021-03-12,18133
2021-03-13,17792
2021-03-14,18806
2021-03-15,17624
2021-03-16,25294
2021-03-17,27999
2021-03-18,20576
2021-03-19,22413
2021-03-20,20617
2021-03-21,31231
2021-03-22,22018
2021-03-23,17183
2021-03-24,17343
2021-03-25,16998
2021-03-26,16314
2021-03-27,15862
2021-03-28,21242
2021-03-29,18722
2021-03-30,17555
2021-03-31,16721
2021-04-01,19436
2021-04-02,19756
2021-04-03,32518
2021-04-04,33089
2021-04-05,24348
2021-04-06,21988
2021-04-07,20166
2021-04-08,19270
2021-04-09,18800
2021-04-10,15796
2021-04-11,18446
2021-04-12,16279
2021-04-13,17875
2021-04-14,15673
2021-04-15,16734
2021-04-16,16862
2021-04-17,16096
2021-04-18,16373
2021-04-19,16660
2021-04-20,18386
2021-04-21,17226
2021-04-22,25184
2021-04-23,24457
2021-04-24,21730
2021-04-25,25168
2021-04-26,23658
2021-04-27,27561
2021-04-28,25250
2021-04-29,18814
2021-04-30,16259
2021-05-01,18623
2021-05-02,19127
2021-05-03,21054
2021-05-04,20166
2021-05-05,16572
2021-05-06,15229
2021-05-07,15777
2021-05-08,14607
2021-05-09,15165
2021-05-10,17324
2021-05-11,17102
2021-05-12,16214
2021-05-13,15205
2021-05-14,15926
2021-05-15,16635
2021-05-16,20739
2021-05-17,29077
2021-05-18,23575
2021-05-19,20979
2021-05-20,47809
2021-05-21,23648
2021-05-22,25463
2021-05-23,30418
2021-05-24,23691
2021-05-25,20459
2021-05-26,30711
2021-05-27,20158
2021-05-28,30833
2021-05-29,22609
2021-05-30,29677
2021-05-31,24675
2021-06-01,20239
2021-06-02,35021
2021-06-03,25580
2021-06-04,91292
2021-06-05,36347
2021-06-06,27411
2021-06-07,21918
2021-06-08,24155
2021-06-09,29327
2021-06-10,28641
2021-06-11,21565
2021-06-12,22171
2021-06-13,19526
2021-06-14,24195
2021-06-15,21308
2021-06-16,35104
2021-06-17,18479
2021-06-18,17318
2021-06-19,16863
2021-06-20,25571
2021-06-21,21645
2021-06-22,17737
2021-06-23,18210
2021-06-24,17618
2021-06-25,16799
2021-06-26,16780
2021-06-27,18497
2021-06-28,17546
2021-06-29,16973
2021-06-30,17059
2021-07-01,22604
2021-07-02,17412
2021-07-03,19185
2021-07-04,19712
2021-07-05,20190
2021-07-06,19852
2021-07-07,23507
2021-07-08,21804
2021-07-09,24675
2021-07-10,20222
2021-07-11,19822
2021-07-12,25573
2021-07-13,29113
2021-07-14,31490
2021-07-15,29804
2021-07-16,50789
2021-07-17,92075
2021-07-18,86869
2021-07-19,59659
2021-07-20,45759
2021-07-21,77228
2021-07-22,50390
2021-07-23,42686
2021-07-24,40242
2021-07-25,47900
2021-07-26,34864
2021-07-27,28879
2021-07-28,27351
2021-07-29,26766
2021-07-30,37627
2021-07-31,32754
2021-08-01,30637
2021-08-02,25025
2021-08-03,35138
2021-08-04,32522
2021-08-05,28507
2021-08-06,23501
2021-08-07,44068
2021-08-08,30658
2021-08-09,24213
2021-08-10,23303
2021-08-11,21836
2021-08-12,20661
2021-08-13,18980
2021-08-14,20419
2021-08-15,20596
2021-08-16,17579
2021-08-17,15742
2021-08-18,16686
2021-08-19,17610
2021-08-20,18769
2021-08-21,17734
2021-08-22,16221
2021-08-23,16232
2021-08-24,15680
2021-08-25,14837
2021-08-26,14372
2021-08-27,14735
2021-08-28,15202
2021-08-29,16233
2021-08-30,16086
2021-08-31,14749
2021-09-01,13984
2021-09-02,13798
2021-09-03,12804
2021-09-04,13360
2021-09-05,12787
2021-09-06,14040
2021-09-07,14039
2021-09-08,12510
2021-09-09,12121
2021-09-10,12288
2021-09-11,11919
2021-09-12,13218
2021-09-13,11347
2021-09-14,14287
2021-09-15,14856
2021-09-16,12644
2021-09-17,11762
2021-09-18,11721
2021-09-19,12522
2021-09-20,12430
2021-09-21,12292
2021-09-22,11901
2021-09-23,11334
2021-09-24,10934
2021-09-25,10469
2021-09-26,10255
2021-09-27,10920
2021-09-28,19419
2021-09-29,16254
2021-09-30,13046
2021-10-01,11611
2021-10-02,10400
2021-10-03,11227
2021-10-04,11286
2021-10-05,11474
2021-10-06,13225
2021-10-07,12984
2021-10-08,11594
2021-10-09,13324
2021-10-10,12613
2021-10-11,12633
2021-10-12,11581
2021-10-13,13385
2021-10-14,11927
2021-10-15,12576
2021-10-16,11446
2021-10-17,11712
2021-10-18,12122
2021-10-19,15914
2021-10-20,28891
2021-10-21,18899
2021-10-22,19827
2021-10-23,23020
2021-10-24,15375
2021-10-25,19753
2021-10-26,16797
2021-10-27,18136
2021-10-28,16757
2021-10-29,15088
2021-10-30,18280
2021-10-31,14119
2021-11-01,17761
2021-11-02,14680
2021-11-03,18679
2021-11-04,16371
2021-11-05,15255
2021-11-06,13957
2021-11-07,14107
2021-11-08,12702
2021-11-09,14603
2021-11-10,13164
2021-11-11,18063
2021-11-12,14687
2021-11-13,16639
2021-11-14,15231
2021-11-15,14986
2021-11-16,16455
2021-11-17,17054
2021-11-18,17764
2021-11-19,16079
2021-11-20,20076
2021-11-21,13979
2021-11-22,34506
2021-11-23,23984
2021-11-24,18037
2021-11-25,26234
2021-11-26,17089
2021-11-27,19763
2021-11-28,16457
2021-11-29,17289
2021-11-30,13990
2021-12-01,19891
2021-12-02,16372
2021-12-03,15452
2021-12-04,15878
2021-12-05,19724
2021-12-06,16917
2021-12-07,15917
2021-12-08,20368
2021-12-09,16203
2021-12-10,16333
2021-12-11,17781
2021-12-12,15650
2021-12-13,19353
2021-12-14,17426
2021-12-15,23045
2021-12-16,21858
2021-12-17,14249
2021-12-18,16916
2021-12-19,13467
2021-12-20,16351
2021-12-21,14649
2021-12-22,19032
2021-12-23,14908
2021-12-24,15956
2021-12-25,16383
2021-12-26,28357
2021-12-27,16197
2021-12-28,14554
2021-12-29,28955
2021-12-30,34686
2021-12-31,26439
2022-01-01,27644
2022-01-02,18570
2022-01-03,20004
2022-01-04,16464
2022-01-05,21364
2022-01-06,17512
2022-01-07,16239
2022-01-08,27476
2022-01-09,19467
2022-01-10,19727
2022-01-11,15062
2022-01-12,14732
2022-01-13,16944
2022-01-14,14627
2022-01-15,14480
2022-01-16,15999
2022-01-17,17358
2022-01-18,16607
2022-01-19,14408
2022-01-20,18258
2022-01-21,15102
2022-01-22,16093
2022-01-23,15185
2022-01-24,16147
2022-01-25,15710
2022-01-26,23975
2022-01-27,19477
2022-01-28,29802
2022-01-29,20667
2022-01-30,20292
2022-01-31,16552
2022-02-01,17556
2022-02-02,20183
2022-02-03,18471
2022-02-04,21107
2022-02-05,19408
2022-02-06,27936
2022-02-07,18646
2022-02-08,18221
2022-02-09,21301
2022-02-10,21501
2022-02-11,23188
2022-02-12,20018
2022-02-13,41100
2022-02-14,40430
2022-02-15,25319
2022-02-16,23120
2022-02-17,29020
2022-02-18,25019
2022-02-19,29860
2022-02-20,57866
2022-02-21,78059
2022-02-22,42563
2022-02-23,32663
2022-02-24,25019
2022-02-25,22051
2022-02-26,24230
2022-02-27,22105
2022-02-28,26127
2022-03-01,20898
2022-03-02,21745
2022-03-03,18451
2022-03-04,20593
2022-03-05,17728
2022-03-06,41004
2022-03-07,23966
2022-03-08,19404
2022-03-09,16743
2022-03-10,18228
2022-03-11,15911
2022-03-12,27865
2022-03-13,23903
2022-03-14,29830
2022-03-15,22567
2022-03-16,18135
2022-03-17,17575
2022-03-18,15098
2022-03-19,19329
2022-03-20,37778
2022-03-21,21337
2022-03-22,29166
2022-03-23,19693
2022-03-24,19472
2022-03-25,15974
2022-03-26,15516
2022-03-27,17087
2022-03-28,18676
2022-03-29,15294
2022-03-30,17600
2022-03-31,16582
2022-04-01,17612
2022-04-02,18740
2022-04-03,20399
2022-04-04,21001
2022-04-05,17479
2022-04-06,30094
2022-04-07,22201
2022-04-08,19316
2022-04-09,16936
2022-04-10,14255
2022-04-11,20741
2022-04-12,18172
2022-04-13,16861
2022-04-14,15029
2022-04-15,16098
2022-04-16,18151
2022-04-17,18745
2022-04-18,17765
2022-04-19,16688
2022-04-20,16111
2022-04-21,16088
2022-04-22,14864
2022-04-23,15507
2022-04-24,18445
2022-04-25,16826
2022-04-26,19047
2022-04-27,15237
2022-04-28,15523
2022-04-29,14178
2022-04-30,12851
2022-05-01,14654
2022-05-02,14227
2022-05-03,15537
2022-05-04,16502
2022-05-05,15444
2022-05-06,13147
2022-05-07,14092
2022-05-08,14781
2022-05-09,17009
2022-05-10,16099
2022-05-11,15853
2022-05-12,18046
2022-05-13,16718
2022-05-14,15708
2022-05-15,16280
2022-05-16,22050
2022-05-17,19291
2022-05-18,20612
2022-05-19,21091
2022-05-20,18945
2022-05-21,18369
2022-05-22,17041
2022-05-23,21477
2022-05-24,18620
2022-05-25,30911
2022-05-26,19570
2022-05-27,25390
2022-05-28,22236
2022-05-29,16645
2022-05-30,26113
2022-05-31,20757
2022-06-01,18604
2022-06-02,26003
2022-06-03,31503
2022-06-04,18595
2022-06-05,18015
2022-06-06,22478
2022-06-07,17031
2022-06-08,20356
2022-06-09,25971
2022-06-10,21694
2022-06-11,33307
2022-06-12,25806
2022-06-13,25406
2022-06-14,31333
2022-06-15,22501
2022-06-16,22988
2022-06-17,130605
2022-06-18,45160
2022-06-19,32940
2022-06-20,32016
2022-06-21,29753
2022-06-22,26248
2022-06-23,22942
2022-06-24,25288
2022-06-25,22017
2022-06-26,23759
2022-06-27,23488
2022-06-28,20378
2022-06-29,18820
2022-06-30,20504
2022-07-01,20717
2022-07-02,18707
2022-07-03,19844
2022-07-04,19650
2022-07-05,20205
2022-07-06,20664
2022-07-07,18856
2022-07-08,18648
2022-07-09,17724
2022-07-10,16916
2022-07-11,16290
2022-07-12,15774
2022-07-13,16414
2022-07-14,15122
2022-07-15,16222
2022-07-16,18170
2022-07-17,22381
2022-07-18,17451
2022-07-19,16060
2022-07-20,15591
2022-07-21,15919
2022-07-22,15624
2022-07-23,15715
2022-07-24,16410
2022-07-25,17073
2022-07-26,16536
2022-07-27,16359
2022-07-28,15702
2022-07-29,15828
2022-07-30,17566
2022-07-31,18719
2022-08-01,18113
2022-08-02,17409
2022-08-03,20460
2022-08-04,17770
2022-08-05,16068
2022-08-06,14214
2022-08-07,14815
2022-08-08,14555
2022-08-09,13859
2022-08-10,13337
2022-08-11,17775
2022-08-12,19177
2022-08-13,14342
2022-08-14,14860
2022-08-15,15277
2022-08-16,17991
2022-08-17,26003
2022-08-18,29064
2022-08-19,17671
2022-08-20,15376
2022-08-21,15069
2022-08-22,14758
2022-08-23,14986
2022-08-24,14098
2022-08-25,14668
2022-08-26,12741
2022-08-27,13084
2022-08-28,13820
2022-08-29,16591
2022-08-30,18227
2022-08-31,16939
2022-09-01,14611
2022-09-02,14191
2022-09-03,14403
2022-09-04,17184
2022-09-05,13501
2022-09-06,14365
2022-09-07,15108
2022-09-08,12645
2022-09-09,11797
2022-09-10,12316
2022-09-11,12127
2022-09-12,11571
2022-09-13,13653
2022-09-14,16177
2022-09-15,13746
2022-09-16,12969
2022-09-17,12534
2022-09-18,13679
2022-09-19,12501
2022-09-20,13723
2022-09-21,13158
2022-09-22,12318
2022-09-23,12404
2022-09-24,12344
2022-09-25,15097
2022-09-26,14815
2022-09-27,15396
2022-09-28,13968
2022-09-29,12660
2022-09-30,14111
2022-10-01,13171
2022-10-02,14147
2022-10-03,12499
2022-10-04,13324
2022-10-05,13123
2022-10-06,16166
2022-10-07,17261
2022-10-08,20180
2022-10-09,22313
2022-10-10,24364
2022-10-11,26194
2022-10-12,20170
2022-10-13,20609
2022-10-14,17588
2022-10-15,18692
2022-10-16,17803
2022-10-17,18881
2022-10-18,23753
2022-10-19,40701
2022-10-20,22549
2022-10-21,27629
2022-10-22,18710
2022-10-23,20583
2022-10-24,19830
2022-10-25,18449
2022-10-26,17527
2022-10-27,24409
2022-10-28,18192
2022-10-29,21246
2022-10-30,17019
2022-10-31,19548
2022-11-01,16992
2022-11-02,16615
2022-11-03,20217
2022-11-04,16180
2022-11-05,19297
2022-11-06,17574
2022-11-07,19934
2022-11-08,18538
2022-11-09,15428
2022-11-10,22096
2022-11-11,15847
2022-11-12,16214
2022-11-13,14431
2022-11-14,15233
2022-11-15,13542
2022-11-16,13697
2022-11-17,13793
2022-11-18,13171
2022-11-19,14785
2022-11-20,12255
2022-11-21,13520
2022-11-22,12395
2022-11-23,13470
2022-11-24,12634
2022-11-25,11808
2022-11-26,15260
2022-11-27,21403
2022-11-28,14827
2022-11-29,15240
2022-11-30,12438
2022-12-01,16023
2022-12-02,13117
2022-12-03,19047
2022-12-04,13380
2022-12-05,15871
2022-12-06,13375
2022-12-07,17634
2022-12-08,13945
2022-12-09,12256
2022-12-10,19487
2022-12-11,15913
2022-12-12,16901
2022-12-13,19848
2022-12-14,22010
2022-12-15,16372
2022-12-16,13540
2022-12-17,30597
2022-12-18,15574
2022-12-19,18195
2022-12-20,15614
2022-12-21,14771
2022-12-22,17761
2022-12-23,14175
2022-12-24,16759
2022-12-25,30172
2022-12-26,23236
2022-12-27,20458
2022-12-28,27126
2022-12-29,29910
2022-12-30,39811
2022-12-31,65371
2023-01-01,28412
2023-01-02,22917
2023-01-03,27801
2023-01-04,19776
2023-01-05,20238
2023-01-06,18876
2023-01-07,29759
2023-01-08,26042
2023-01-09,18425
2023-01-10,18687
2023-01-11,18916
2023-01-12,20471
2023-01-13,23843
2023-01-14,17931
2023-01-15,18537
2023-01-16,30614
2023-01-17,40666
2023-01-18,28182
2023-01-19,26734
2023-01-20,22459
2023-01-21,29288
2023-01-22,21564
2023-01-23,25836
2023-01-24,22636
2023-01-25,37292
2023-01-26,28955
2023-01-27,32716
2023-01-28,23325
2023-01-29,47460
2023-01-30,22797
2023-01-31,25483
2023-02-01,41231
2023-02-02,30819
2023-02-03,41930
2023-02-04,32166
2023-02-05,47145
2023-02-06,36118
2023-02-07,53747
2023-02-08,466350
2023-02-09,186404
2023-02-10,96706
2023-02-11,62095
2023-02-12,57833
2023-02-13,44824
2023-02-14,31820
2023-02-15,30780
2023-02-16,36165
2023-02-17,31114
2023-02-18,29597
2023-02-19,32927
2023-02-20,56378
2023-02-21,30165
2023-02-22,31029
2023-02-23,29644
2023-02-24,29415
2023-02-25,23641
2023-02-26,31078
2023-02-27,31369
2023-02-28,30170
2023-03-01,24280
2023-03-02,24104
2023-03-03,23059
2023-03-04,22947
2023-03-05,27638
2023-03-06,23687
2023-03-07,22611
2023-03-08,25256
2023-03-09,22102
2023-03-10,19808
2023-03-11,21291
2023-03-12,22563
2023-03-13,19590
2023-03-14,21385
2023-03-15,20897
2023-03-16,19263
2023-03-17,17038
2023-03-18,18137
2023-03-19,18362
2023-03-20,17759
2023-03-21,17487
2023-03-22,16808
2023-03-23,19789
2023-03-24,18508
2023-03-25,18592
2023-03-26,22822
2023-03-27,22810
2023-03-28,20675
2023-03-29,28459
2023-03-30,25726
2023-03-31,19438
2023-04-01,22869
2023-04-02,20527
2023-04-03,21889
2023-04-04,19028
2023-04-05,21664
2023-04-06,20726
2023-04-07,17280
2023-04-08,22526
2023-04-09,25014
2023-04-10,26576
2023-04-11,22800
2023-04-12,40559
2023-04-13,24830
2023-04-14,19773
2023-04-15,21022
2023-04-16,35875
2023-04-17,27354
2023-04-18,21713
2023-04-19,22253
2023-04-20,31726
2023-04-21,23625
2023-04-22,24300
2023-04-23,46822
2023-04-24,27197
2023-04-25,57088
2023-04-26,29866
2023-04-27,35404
2023-04-28,22884
2023-04-29,53215
2023-04-30,44429
2023-05-01,50772
2023-05-02,45201
2023-05-03,73709
2023-05-04,38076
2023-05-05,56791
